date,holiday_name,information,more_information,jurisdiction
2020-04-13,Easter Monday,Public Holiday as part of Easter.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-04-14,Easter Tuesday,Public Holiday currently observed by certain awards/agreements and the State Public Service,https://worksafe.tas.gov.au/laws/public_holidays,TAS
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.industrialrelations.nsw.gov.au/public-holidays/public-holidays-nsw,NSW
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://nt.gov.au/nt-public-holidays,NT
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://worksafe.tas.gov.au/laws/public_holidays,TAS
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2027,VIC
2020-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-04-27,Anzac Day,Celebrated on the 25 April each year.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-05-04,May Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://nt.gov.au/nt-public-holidays,NT
2020-05-04,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2020-06-01,Reconciliation Day,"take place on the first Monday on or after 27 May each year, the anniversary of the 1967 referendum",https://www.cmtedd.act.gov.au/communication/holidays,ACT
2020-06-01,Western Australia Day,Held on the first Monday in June each year and is a state holiday only.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-06-08,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2020-06-08,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.industrialrelations.nsw.gov.au/public-holidays/public-holidays-nsw,NSW
2020-06-08,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://nt.gov.au/nt-public-holidays,NT
2020-06-08,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2020-06-08,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://worksafe.tas.gov.au/laws/public_holidays,TAS
2020-06-08,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2028,VIC
2020-08-03,Bank Holiday,"Applies to banks and certain financial institutions, per theتRetail Trading Act 2008",https://www.industrialrelations.nsw.gov.au/public-holidays/public-holidays-nsw,NSW
2020-08-03,Picnic Day,"Observed on the first Monday of August each year and is clebrated with a horse race, railway picnic and other social outings",https://nt.gov.au/nt-public-holidays,NT
2020-09-25,Friday before AFL Grand Final,Friday before the AFL Grand Final,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2029,VIC
2020-09-28,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-10-05,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.cmtedd.act.gov.au/communication/holidays,ACT
2020-10-05,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.industrialrelations.nsw.gov.au/public-holidays/public-holidays-nsw,NSW
2020-10-05,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2020-10-05,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2020-11-03,Melbourne Cup,All of Victoria unless alternate local holiday has been arranged by non-metro council.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2030,VIC
2020-12-24,Christmas Eve,Part-day public holiday from 7pm-12 midnight,https://nt.gov.au/nt-public-holidays,NT
2020-12-24,Christmas Eve,Part-day public holiday from 7pm-12 midnight,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.industrialrelations.nsw.gov.au/public-holidays/public-holidays-nsw,NSW
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://nt.gov.au/nt-public-holidays,NT
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://worksafe.tas.gov.au/laws/public_holidays,TAS
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2031,VIC
2020-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.industrialrelations.nsw.gov.au/public-holidays/public-holidays-nsw,NSW
2020-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2020-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2032,VIC
2020-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-12-28,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2020-12-28,Boxing Day (Additional day),Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.industrialrelations.nsw.gov.au/public-holidays/public-holidays-nsw,NSW
2020-12-28,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://nt.gov.au/nt-public-holidays,NT
2020-12-28,Boxing Day (Additional day),Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2020-12-28,Proclamation Day,Occurs the day after Christmas Day.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2020-12-28,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://worksafe.tas.gov.au/laws/public_holidays,TAS
2020-12-28,Boxing Day (Additional day),Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2032,VIC
2020-12-28,Boxing Day (Additional day),Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2020-12-31,New Year's Eve,Part-day public holiday from 7pm-12 midnight,https://nt.gov.au/nt-public-holidays,NT
2020-12-31,New Year's Eve,Part-day public holiday from 7pm-12 midnight,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://nt.gov.au/nt-public-holidays,NT
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2020,VIC
2021-01-01,New Year's Day,New Year's Day is the first day of the calendar year and is celebrated each January 1st,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-01-26,Australia Day,Always celebrated on 26 January,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-01-26,Australia Day,Always celebrated on 26 January,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-01-26,Australia Day,Always celebrated on 26 January,https://nt.gov.au/nt-public-holidays,NT
2021-01-26,Australia Day,Always celebrated on 26 January,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-01-26,Australia Day,Always celebrated on 26 January,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-01-26,Australia Day,Always celebrated on 26 January,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-01-26,Australia Day,Always celebrated on 26 January,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2021,VIC
2021-01-26,Australia Day,Always celebrated on 26 January,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-03-01,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-03-08,Canberra Day,Held on the second Monday of March each year in Canberra to celebrate the naming ceremony of Australia's capital which took place on 12 March 1913.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-03-08,Adelaide Cup Day,The Holidays Act 1910 provides for the third Monday in May to be a public holiday. ch through the issuing of a special Proclamation by the Governor.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-03-08,Eight Hours Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-03-08,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2022,VIC
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://nt.gov.au/nt-public-holidays,NT
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2023,VIC
2021-04-02,Good Friday,Easter is celebrated with Good Friday and Easter Monday creating a 4 day long weekend.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-04-03,Easter Saturday,Easter Saturday is between Good Friday and Easter Sunday in Australia.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-04-03,Easter Saturday,Easter Saturday is between Good Friday and Easter Sunday in Australia.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-04-03,Easter Saturday,Easter Saturday is between Good Friday and Easter Sunday in Australia.,https://nt.gov.au/nt-public-holidays,NT
2021-04-03,Easter Saturday,Easter Saturday is between Good Friday and Easter Sunday in Australia.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-04-03,Easter Saturday,Easter Saturday is between Good Friday and Easter Sunday in Australia.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-04-03,Saturday before Easter Sunday,Easter Saturday is between Good Friday and Easter Sunday in Australia.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2024,VIC
2021-04-04,Easter Sunday,Public Holiday as part of Easter.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-04-04,Easter Sunday,Public Holiday as part of Easter.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-04-04,Easter Sunday,Public Holiday as part of Easter.,https://nt.gov.au/nt-public-holidays,NT
2021-04-04,Easter Sunday,Public Holiday as part of Easter.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-04-04,Easter Sunday,Public Holiday as part of Easter.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-04-04,Easter Sunday,Public Holiday as part of Easter.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2025,VIC
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://nt.gov.au/nt-public-holidays,NT
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2026,VIC
2021-04-05,Easter Monday,Public Holiday as part of Easter.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-04-06,Easter Tuesday,Public Holiday currently observed by certain awards/agreements and the State Public Service,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://nt.gov.au/nt-public-holidays,NT
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2027,VIC
2021-04-25,Anzac Day,Celebrated on the 25 April each year.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-04-26,Anzac Day (additional day),Celebrated on the 25 April each year.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-04-26,Anzac Day (additional day),Celebrated on the 25 April each year.,https://nt.gov.au/nt-public-holidays,NT
2021-04-26,Anzac Day (additional day),Celebrated on the 25 April each year.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-04-26,Anzac Day (additional day),Celebrated on the 25 April each year.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-04-26,Anzac Day (additional day),Celebrated on the 25 April each year.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-04-26,Anzac Day (additional day),Celebrated on the 25 April each year.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2028,VIC
2021-04-26,Anzac Day (additional day),Celebrated on the 25 April each year.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-05-03,May Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://nt.gov.au/nt-public-holidays,NT
2021-05-03,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-05-31,Reconciliation Day,Takes place on the first Monday on or after 27 May each year the anniversary of the 1967 referendum,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-06-07,Western Australia Day,Held on the first Monday in June each year and is a state holiday only.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-06-14,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-06-14,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-06-14,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://nt.gov.au/nt-public-holidays,NT
2021-06-14,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-06-14,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-06-14,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2028,VIC
2021-08-02,Bank Holiday,"Applies to banks and certain financial institutions, per the Retail Trading Act 2008",https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-08-02,Picnic Day,"Observed on the first Monday of August each year and is clebrated with a horse race, railway picnic and other social outings",https://nt.gov.au/nt-public-holidays,NT
2021-09-24,Friday before AFL Grand Final,Friday before the AFL Grand Final,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2029,VIC
2021-09-27,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-10-04,Labour Day,Always on a Monday creating a long weekend. It celebrates the eight-hour working day a victory for workers in the mid-late 19th century.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-10-04,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-10-04,Queen's Birthday,Celebrated on second Monday in June except in Western Australia and Queensland.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-10-04,Labour Day,"Always on a Monday, creating a long weekend. It celebrates the eight-hour working day, a victory for workers in the mid-late 19th century.",https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-11-02,Melbourne Cup,All of Victoria unless alternate local holiday has been arranged by non-metro council.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2030,VIC
2021-12-24,Christmas Eve,Part-day public holiday from 7pm-12 midnight,https://nt.gov.au/nt-public-holidays,NT
2021-12-24,Christmas Eve 6pm - Midnight,Part day public holiday from 6pm to midnight,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-12-24,Christmas Eve,Part-day public holiday from 7pm-12 midnight,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://nt.gov.au/nt-public-holidays,NT
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2031,VIC
2021-12-25,Christmas Day,Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://nt.gov.au/nt-public-holidays,NT
2021-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-12-26,Proclamation Day,Proclamation/Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2032,VIC
2021-12-26,Boxing Day,Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-12-27,Christmas (additional day),"As 25 December (Christmas Day) falls on a Saturday in 2021, there is an additional public holiday on the Monday.",https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-12-27,Christmas (additional day),"As 25 December (Christmas Day) falls on a Saturday in 2021, there is an additional public holiday on the Monday.",https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-12-27,Christmas (additional day),"As 25 December (Christmas Day) falls on a Saturday in 2021, there is an additional public holiday on the Monday.",https://nt.gov.au/nt-public-holidays,NT
2021-12-27,Christmas (additional day),"As 25 December (Christmas Day) falls on a Saturday in 2021, there is an additional public holiday on the Monday.",https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-12-27,Christmas (additional day),"As 25 December (Christmas Day) falls on a Saturday in 2021, there is an additional public holiday on the Monday.",https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-12-27,Christmas (additional day),Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-12-27,Christmas (additional day),Christmas Day is an annual holiday which celebrates the birth of Jesus Christ over 2000 years ago.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2031,VIC
2021-12-27,Christmas (additional day),"As 25 December (Christmas Day) falls on a Saturday in 2021, there is an additional public holiday on the Monday.",https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-12-28,Boxing Day (additional day),"As 26 December (Boxing Day) falls on a Sunday in 2021, there is an additional public holiday on the Tuesday.",https://www.cmtedd.act.gov.au/communication/holidays,ACT
2021-12-28,Boxing Day (additional day),"As 26 December (Boxing Day) falls on a Sunday in 2021, there is an additional public holiday on the Tuesday.",https://www.nsw.gov.au/about-new-south-wales/public-holidays,NSW
2021-12-28,Boxing Day (additional day),"As 26 December (Boxing Day) falls on a Sunday in 2021, there is an additional public holiday on the Tuesday.",https://nt.gov.au/nt-public-holidays,NT
2021-12-28,Boxing Day (additional day),"As 26 December (Boxing Day) falls on a Sunday in 2021, there is an additional public holiday on the Tuesday.",https://www.qld.gov.au/recreation/travel/holidays/public,QLD
2021-12-28,Proclamation Day (additional day),"As 26 December (Proclamation/Boxing Day) falls on a Sunday in 2021, there is an additional public holiday on the Tuesday.",https://www.safework.sa.gov.au/law-compliance/laws-regulations/public-holidays,SA
2021-12-28,Boxing Day (additional day),Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://worksafe.tas.gov.au/topics/laws-and-compliance/public-holidays,TAS
2021-12-28,Boxing Day (additional day),Boxing Day occurs the day after Christmas. Sydney-to-Hobart yacht race and Boxing Day Test Match (Cricket) start on this day.,https://www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/victorian-public-holidays-2032,VIC
2021-12-28,Boxing Day (additional day),"As 26 December (Boxing Day) falls on a Sunday in 2021, there is an additional public holiday on the Tuesday.",https://www.commerce.wa.gov.au/labour-relations/public-holidays-western-australia,WA
2021-12-31,New Year's Eve,Part-day public holiday from 7pm-12 midnight,https://nt.gov.au/nt-public-holidays,NT
